Station,Event,SAMPLE_ID,START_DEPTH,Oxy_CTD_P,Oxy_CTD_S,Oxy_W_Rep1,Oxy_W_Rep2
LL_07,129,491043,249.921,3.4316,3.4421,3.6,
LL_07,129,491044,149.936,3.8352,3.8681,,
LL_07,129,491045,99.948,5.4552,5.4655,,
LL_07,129,491046,83.335,5.9304,5.9439,,
LL_07,129,491047,63.165,6.3722,6.3991,,
LL_07,129,491048,53.582,6.502,6.5378,,
LL_07,129,491049,42.887,6.7325,6.7607,,
LL_07,129,491050,33.166,7.2837,7.3151,,
LL_07,129,491051,23.25,8.0055,8.0481,,
LL_07,129,491052,13.1,8.1161,8.1493,8.28,5.384
LL_07,129,491053,3.262,8.0544,8.1305,,
LL_07,129,491054,2.969,8.0939,8.1306,,
LL_06,130,491055,60.851,7.5734,7.5868,5.647,5.412
LL_06,130,491056,52.852,7.5604,7.5982,,
LL_06,130,491057,42.631,7.5904,7.6111,,
LL_06,130,491058,32.875,8.0003,8.0244,,
LL_06,130,491059,23.145,8.059,8.098,,
LL_06,130,491060,12.291,8.088,8.0922,6.468,
LL_06,130,491061,3.238,8.0898,8.0964,,
LL_06,130,491062,3.306,8.0909,8.0945,,
LL_05,133,491063,245.414,5.8458,5.8585,6.009,
LL_05,133,491064,102.251,6.6637,6.6826,,
LL_05,133,491065,82.608,6.7752,6.7933,,
LL_05,133,491066,62.007,7.3013,7.3242,,
LL_05,133,491067,52.773,7.5523,7.5623,,
LL_05,133,491068,43.162,7.9522,7.9817,,
LL_05,133,491069,32.639,7.9013,7.9707,,
LL_05,133,491070,22.613,7.933,7.9752,,
LL_05,133,491071,12.761,7.9561,7.9765,7.728,8.073
LL_05,133,491072,2.425,7.9653,7.985,,
LL_05,133,491073,2.135,7.9571,7.9742,,
LL_04,134,491074,98.772,6.4074,6.4298,6.58,6.576
LL_04,134,491075,82.734,6.5286,6.5539,,
LL_04,134,491076,62.399,6.7249,6.7467,,
LL_04,134,491077,53.149,7.5556,7.5806,,
LL_04,134,491078,43.271,7.853,7.8603,,
LL_04,134,491079,33.126,7.9719,7.9963,,
LL_04,134,491080,23.312,8.0301,8.0546,,
LL_04,134,491081,12.936,8.0752,8.0853,8.207,
LL_04,134,491082,2.92,8.0869,8.0782,,
LL_04,134,491083,2.906,8.0763,8.0855,,
LL_03,137,491084,137.637,5.6958,5.7106,5.85,
LL_03,137,491085,102.423,6.5148,6.4804,,
LL_03,137,491086,82.204,7.4608,7.5072,,
LL_03,137,491087,62.157,6.9664,6.9963,,
LL_03,137,491088,52.71,7.9179,7.9341,,
LL_03,137,491089,42.682,8.0749,8.0832,,
LL_03,137,491090,32.857,8.1744,8.2001,,
LL_03,137,491091,22.588,8.2553,8.2431,,
LL_03,137,491092,13.045,8.2053,8.2464,8.318,
LL_03,137,491093,2.405,8.1856,8.2179,,
LL_03,137,491094,3.084,8.2233,8.2299,,
LL_02,138,491095,137.971,5.2682,5.2598,5.459,
LL_02,138,491096,103,6.9968,7.0132,,
LL_02,138,491097,82.522,7.6582,7.662,,
LL_02,138,491098,61.947,7.8886,7.8982,,
LL_02,138,491099,52.236,7.888,7.9006,,
LL_02,138,491100,42.063,8.0889,8.1441,,
LL_02,138,491101,32.67,8.2025,8.2121,,
LL_02,138,491102,22.191,8.1882,8.2002,,
LL_02,138,491103,12.322,8.2696,8.2783,8.371,8.34
LL_02,138,491104,3.472,8.265,8.2832,,
LL_02,138,491105,2.812,8.2614,8.2813,,
LL_01,141,491106,87.422,7.9362,7.9507,,
LL_01,141,491107,82.842,7.9648,8.0052,,
LL_01,141,491108,62.152,8.1,8.1299,,
LL_01,141,491109,52.891,8.1435,8.1682,,
LL_01,141,491110,42.147,8.2382,8.2747,,
LL_01,141,491111,32.437,8.2672,8.2878,,
LL_01,141,491112,22.666,8.3543,8.3564,,
LL_01,141,491113,12.741,8.4028,8.4166,8.493,8.552
LL_01,141,491114,2.717,8.4032,8.418,,
LL_01,141,491115,3.074,8.4023,8.4042,,
STAB_01,142,491116,48.431,8.184,8.2201,6.418,
STAB_01,142,491117,48.787,8.1829,8.2227,,
STAB_01,142,491118,42.694,8.1927,8.2216,,
STAB_01,142,491119,33.164,8.2162,8.2615,,
STAB_01,142,491120,22.6,8.4523,8.4649,,
STAB_01,142,491121,12.981,8.4923,8.5183,8.618,8.622
STAB_01,142,491122,4.83,8.4386,8.474,,
STAB_01,142,491123,4.574,8.4309,8.4808,,
STAB_02,145,491124,57.18,8.253,8.2635,,
STAB_02,145,491125,52.972,8.22,8.2632,,
STAB_02,145,491126,42.474,8.2307,8.2688,,
STAB_02,145,491127,32.163,8.2653,8.2818,,
STAB_02,145,491128,23.257,8.2725,8.3102,,
STAB_02,145,491129,12.518,8.4439,8.4696,8.63,
STAB_02,145,491130,4.368,8.4882,8.5254,,
STAB_02,145,491131,4.479,8.5362,8.5327,,
STAB_03,146,491132,84.502,7.5697,7.6179,5.649,
STAB_03,146,491133,84.184,7.6155,7.6091,,
STAB_03,146,491134,62.601,7.8642,7.8864,,
STAB_03,146,491135,52.812,7.9475,7.975,,
STAB_03,146,491136,42.987,8.0637,8.0831,,
STAB_03,146,491137,32.879,8.2395,8.2911,,
STAB_03,146,491138,22.821,8.3869,8.4116,,
STAB_03,146,491139,12.289,8.3659,8.4175,8.514,8.508
STAB_03,146,491140,2.156,8.4299,8.4189,,
STAB_03,146,491141,2.576,8.4159,8.4291,,
STAB_04,149,491142,153.789,3.6647,3.6856,3.325,
STAB_04,149,491143,102.688,6.7565,6.7804,,
STAB_04,149,491144,82.99,7.5709,7.5693,,
STAB_04,149,491145,62.679,7.71,7.727,,
STAB_04,149,491146,53.024,7.9932,7.9856,,
STAB_04,149,491147,42.899,8.0599,8.1142,,
STAB_04,149,491148,32.592,8.0696,8.1332,,
STAB_04,149,491149,23.421,8.2704,8.302,,
STAB_04,149,491150,12.594,8.2516,8.3265,8.385,
STAB_04,149,491151,4.222,8.2791,8.2918,,
STAB_04,149,491152,3.215,8.266,8.3151,,
STAB_05,150,491153,363.806,2.9499,2.963,3.1,
STAB_05,150,491154,302.049,2.7666,2.7689,,
STAB_05,150,491155,200.675,3.5021,3.5368,,
STAB_05,150,491156,153.988,4.5118,4.5239,,
STAB_05,150,491157,103.691,6.9119,6.9644,,
STAB_05,150,491158,82.89,7.6036,7.6493,,
STAB_05,150,491159,63.463,7.8492,7.8659,,
STAB_05,150,491160,53.077,7.8657,7.9226,,
STAB_05,150,491161,44.057,7.8858,7.9148,,
STAB_05,150,491162,32.13,7.9782,7.9902,,
STAB_05,150,491163,23.905,8.1019,8.1112,,
STAB_05,150,491164,13.691,8.1798,8.2399,8.34,8.469
STAB_05,150,491165,3.474,8.2217,8.2966,,
STAB_05,150,491166,3.095,8.2414,8.3046,,
CSL_04,151,491167,460.646,3.2347,3.2407,3.415,3.396
CSL_04,151,491168,300.261,2.9373,2.9603,,
CSL_04,151,491169,250.811,2.9097,2.9244,2.743,
CSL_04,151,491170,203.632,2.7746,2.7829,,
CSL_04,151,491171,153.044,4.1485,4.1846,,
CSL_04,151,491172,103.19,7.1891,7.2364,,
CSL_04,151,491173,79.254,7.7591,7.8268,,
CSL_04,151,491174,62.872,7.7689,7.8104,,
CSL_04,151,491175,53.093,8.0038,8.0233,,
CSL_04,151,491176,43.074,8.1609,8.2104,,
CSL_04,151,491177,33.23,8.2709,8.3004,,
CSL_04,151,491178,23.127,8.5318,8.5482,6.595,
CSL_04,151,491179,13.197,8.5254,8.5533,,
CSL_04,151,491180,2.562,8.5268,8.5602,,
CSL_04,151,491181,3.208,8.4936,8.5506,3.235,
CSL_05,154,491182,468.694,3.3585,3.3798,,
CSL_05,154,491183,300.729,3.0057,3.018,,
CSL_05,154,491184,250.706,2.7127,2.7451,2.533,
CSL_05,154,491185,200.735,3.1504,3.1752,,
CSL_05,154,491186,150.389,3.9979,4.012,,
CSL_05,154,491187,103.401,5.6686,5.722,,
CSL_05,154,491188,82.354,7.1154,7.1359,,
CSL_05,154,491189,63.292,7.3752,7.4233,,
CSL_05,154,491190,53.811,7.5528,7.6317,,
CSL_05,154,491191,42.773,7.9396,7.9835,,
CSL_05,154,491192,33.327,8.0703,8.0997,,
CSL_05,154,491193,23.013,8.0455,8.1213,,
CSL_05,154,491194,13.62,8.0771,8.1136,7.086,
CSL_05,154,491195,3.464,8.0553,8.1115,,
CSL_05,154,491196,3.806,8.0913,8.1206,,
CSL_06,155,491197,257.423,3.1946,3.2009,3.62,3.403
CSL_06,155,491198,203.553,3.1505,3.1766,,
CSL_06,155,491199,152.739,3.9438,3.9742,,
CSL_06,155,491200,102.858,5.4105,5.4386,,
CSL_06,155,491201,82.966,5.6132,5.6423,,
CSL_06,155,491202,63.112,6.3399,6.3562,,
CSL_06,155,491203,52.838,6.5971,6.5827,,
CSL_06,155,491204,42.985,7.1451,7.1848,,
CSL_06,155,491205,32.93,7.482,7.5096,,
CSL_06,155,491206,23.123,7.8098,7.8109,,
CSL_06,155,491207,12.855,7.8672,7.8933,8.016,
CSL_06,155,491208,3.338,7.879,7.8954,,
CSL_06,155,491209,3.482,7.8527,7.8852,,
CSL_03,160,491210,353.289,2.6548,2.673,2.791,
CSL_03,160,491211,250.751,2.6139,2.6266,2.785,
CSL_03,160,491212,200.972,3.0847,3.0995,,
CSL_03,160,491213,150.632,4.0476,4.0664,,
CSL_03,160,491214,101.011,6.9719,6.9903,,
CSL_03,160,491215,82.455,7.6628,7.734,,
CSL_03,160,491216,62.717,8.3437,8.3687,,
CSL_03,160,491217,52.449,8.407,8.4561,,
CSL_03,160,491218,42.873,8.4404,8.479,,
CSL_03,160,491219,33.011,8.4841,8.517,,
CSL_03,160,491220,22.97,8.4956,8.5297,,
CSL_03,160,491221,12.686,8.5275,8.5606,6.227,6.19
CSL_03,160,491222,3.942,8.5341,8.562,,
CSL_03,160,491223,3.583,8.55,8.5605,,
